4,78, ObjectToSpawn(Clone)_468250fc-e43d-40bd-ab69-90c3b2850dee, -0,3992386, 1,365928, 1,775951
10,44, ObjectToSpawn(Clone)_468250fc-e43d-40bd-ab69-90c3b2850dee, -0,2739351, 1,262736, 1,743994
13,24, ObjectToSpawn(Clone)_5935d7bc-5b7b-4001-982b-74febc4d51bb, -0,736542, 1,239264, 1,608572
15,46, ObjectToSpawn(Clone)_5935d7bc-5b7b-4001-982b-74febc4d51bb, -0,8024491, 1,380333, 1,603169
